GLAUX_ID	LEMMA	SENT	EN_SENT	EN_LEMMA	GOLD_ORIGINAL	GOLD_NORMALIZED	PREDICTED	CORRECT	DEFINITION_GOLD	DEFINITION_PREDICTED	SENSES	MAJORITY_SENSE	ERROR_ANALYSIS
106313812	λόγος	παρὸ καὶ τέλειον τοῖς γινομένοις ἐξ ἀρχῆς παρακολουθεῖ τὸ εἶδος , ἅτε ἐκμαγεῖον καὶ εἰκὼν τελείου [λόγου] .	In accordance with which fact perfect species also does from the very beginning follow things when created , as being an impression and image of the perfect [word] .	word	son.n.02	son.n.02	reason.n.03	FALSE	Son, Word, Logos: the divine word of God; the second person in the Trinity (incarnate in Jesus)	reason, understanding, intellect: the capacity for rational thought or inference or discrimination "we are told that man is endowed with reason and capable of distinguishing good from evil"	95	FALSE	2c: difficult to determine correct sense of the word
105913593	λόγος	ὥστε καὶ καθόλου τὰ ὅμοια εὐθύγραμμα σχήματα πρὸς ἄλληλα ἐν διπλασίονι [λόγῳ] εἰσὶ τῶν ὁμολόγων πλευρῶν .	therefore also , generally , similar rectilineal figures are to one another in the duplicate [ratio] of the corresponding sides .	ratio	ratio.n.01	ratio.n.01	ratio.n.01	TRUE	ratio: the relative magnitudes of two quantities (usually expressed as a quotient)	ratio: the relative magnitudes of two quantities (usually expressed as a quotient)	95	FALSE	0
106239946	λόγος	δεύτερος μὲν δὴ [λόγος] οὗτος εἴρηται , δεικνὺς ὅτι οὐκ ἀλλότριον σπουδαίου τὸ μεθύειν , τρίτος δ’ ἐστὶν ἀπὸ διαφερούσης τῆς πρὸς τὴν ἐτυμολογίαν πιθανότητος ἠρτημένος ·	This , now , is the second [point] of view in which this question may be regarded , by which we have shown that it is not inconsistent with the character of the wise man to get drunk . There is a third way of looking at this subject , which depends chiefly on the exceeding plausibility of an argument derived from etymology .	point	point_of_view.n.01|argument.n.01	argument.n.01	argument.n.01	TRUE	argument, statement: a fact or assertion offered as evidence that something is true "it was a strong argument that his hypothesis was true"	argument, statement: a fact or assertion offered as evidence that something is true "it was a strong argument that his hypothesis was true"	95	FALSE	0
116993954	λόγος	" ὅτι Ἀριόουιστος ὁ Γερμανῶν βασιλεύς , φίλος γενόμενος Ῥωμαίων , ἐς [λόγους] ἦλθε τῷ Καίσαρι , καὶ διαχωρισθέντων ἀπ’ ἀλλήλων αὖθις συνελθεῖν ἐς λόγους ἠξίωσεν .	“ Ariovistus , the king of the Germans , who had been voted a friend of the Roman people , came to Cæsar to have a [colloquy] . After they had separated he wished to have another .	colloquy	colloquy.n.01|colloquy.n.02	discussion.n.02	discussion.n.02	TRUE	discussion, give-and-take, word: an exchange of views on some topic "we had a good discussion/we had a word or two about it"	discussion, give-and-take, word: an exchange of views on some topic "we had a good discussion/we had a word or two about it"	95	FALSE	0
109302750	μαντεῖον	τὰς δὲ Μούσας ἱδρύσαντο παρέδρους τῆς μαντικῆς καὶ φύλακας αὐτοῦ παρὰ τὸ νᾶμα καὶ τὸ τῆς Γῆς ἱερόν , ἧς λέγεται τὸ [μαντεῖον] γενέσθαι διὰ τὴν ἐν μέτροις καὶ μέλεσι χρησμῳδίαν .	But they established the cult of the Muses as associates and guardians of the prophetic art in this very place beside the stream and the shrine of Earth , to whom it is said that the [oracle] used to belong because of the responses being given in poetic and musical measures .	oracle	oracle.n.03	oracle.n.03	oracle.n.03	TRUE	oracle: a shrine where an oracular god is consulted	oracle: a shrine where an oracular god is consulted	3	FALSE	0
106918552	στρατιώτης	ἀπαροδεύτων δ’ ὄντων κρημνῶν τῶν ἐγχωρίων τις ἀνήρ , Οὔξιος μὲν τὸ γένος , ἔμπειρος δὲ τῶν τόπων , ἐπηγγείλατο τῷ βασιλεῖ διά τινος στενῆς ἀτραποῦ καὶ παραβόλου ἄξειν τοὺς [στρατιώτας] , ὥστε ὑπερδεξίους γενέσθαι τῶν πολεμίων .	The sheer cliffs offered no passage , but an Uxian native who knew the country offered to lead [soldiers] by a narrow and hazardous path to a position above the enemy .	soldier	soldier.n.01	soldier.n.01	soldier.n.01	TRUE	soldier: an enlisted man or woman who serves in an army "the soldiers stood at attention"	soldier: an enlisted man or woman who serves in an army "the soldiers stood at attention"	6	TRUE	0
109863445	στρατιώτης	Ἄργος γοῦν πολιορκοῦντος Δημητρίου τοῦ Ἀντιγόνου καὶ οὐ δυναμένων τῶν στρατιωτῶν τὴν ἑλέπολιν προσαγαγεῖν τοῖς τείχεσι διὰ τὸ βάρος , ταῖς δύο σάλπιγξι σημαίνων ὑπὸ τῆς ἁδρότητος τοῦ ἤχου τοὺς [στρατιώτας] ἠνάγκασε προθυμηθέντας προσαγαγεῖν τὴν μηχανήν .	Accordingly , when Demetrius , the son of Antigonus , was besieging Argos , and when his troops could not bring the helepolis against the walls on account of its weight , he , giving the signal with his two trumpets at once , by the great volume of so and which he poured forth , instigated the [soldiers] to move forward the engine with great zeal and earnestness ;	soldier	soldier.n.01	soldier.n.01	soldier.n.01	TRUE	soldier: an enlisted man or woman who serves in an army "the soldiers stood at attention"	soldier: an enlisted man or woman who serves in an army "the soldiers stood at attention"	6	TRUE	0
101449337	ἥλιος	ἐπεὶ γὰρ ἡμέρα ἐγένετο , ἐπορεύοντο ἐν δεξιᾷ ἔχοντες τὸν [ἥλιον] , λογιζόμενοι ἥξειν ἅμα ἡλίῳ δύνοντι εἰς κώμας τῆς Βαβυλωνίας χώρας ·	For when day came , they set out on the march , keeping the [sun] on their right and calculating that at sunset they would reach villages in Babylonia —	sun	sun.n.01	sun.n.01	sun.n.01	TRUE	sun, Sun: the star that is the source of light and heat for the planets in the solar system "the sun contains 99.85% of the mass in the solar system/the Earth revolves around the Sun"	sun, Sun: the star that is the source of light and heat for the planets in the solar system "the sun contains 99.85% of the mass in the solar system/the Earth revolves around the Sun"	5	TRUE	0
102501328	ἥλιος	εἰ μὴ [ἥλιος] ἦν , ἕνεκα τῶν ἄλλων ἄστρων εὐφρόνη ἂν ἦν .	If there were no [sun] it would be night , for all the other stars could do .	sun	sun.n.01	sun.n.01	sun.n.01	TRUE	sun, Sun: the star that is the source of light and heat for the planets in the solar system "the sun contains 99.85% of the mass in the solar system/the Earth revolves around the Sun"	sun, Sun: the star that is the source of light and heat for the planets in the solar system "the sun contains 99.85% of the mass in the solar system/the Earth revolves around the Sun"	5	TRUE	0
121468758	ἥλιος	καὶ οὐκ ἦν κατὰ τὸν αὐτὸν λέγειν Ἰουδαίους καὶ φυλαττομένους προσκυνεῖν [ἥλιον] καὶ σελήνην καὶ ἄστρα , καὶ τὸ τοιοῦτον μὴ φυλαττομένους ἐπὶ οὐρανοῦ καὶ ἀγγέλων .	And there is thus great inconsistency in the same individual saying that the Jews are careful to keep their law by not bowing down to [sun] , and moon , and stars , while they are not so careful to keep it in the matter of heaven and the angels .	sun	sun.n.01	sun.n.01	sun.n.01	TRUE	sun, Sun: the star that is the source of light and heat for the planets in the solar system "the sun contains 99.85% of the mass in the solar system/the Earth revolves around the Sun"	sun, Sun: the star that is the source of light and heat for the planets in the solar system "the sun contains 99.85% of the mass in the solar system/the Earth revolves around the Sun"	5	TRUE	0
102178529	νόσος	ὃ δ’ ἂν πλημμελήσῃ τι τούτων ἐκτὸς ἀπιὸν ἢ προσιόν , ἀλλοιότητας παμποικίλας καὶ [νόσους] φθοράς τε ἀπείρους παρέξεται .	But whatsoever oversteps any of these conditions in its going out or its coming in will produce alterations of every variety and countless [diseases] and corruptions .	disease	disease.n.01	disease.n.01	disease.n.01	TRUE	disease: an impairment of health or a condition of abnormal functioning	disease: an impairment of health or a condition of abnormal functioning	6	TRUE	0
116149325	φόνος	οὐκ ἠρεσκόμην δ’ ἐγὼ ταῖς γνώμαις αὐτῶν προαίρεσιν ἔχων τὰς ταραχὰς χωρὶς [φόνου] καταστέλλειν .	Yet was not I pleased with their determination ; as purposing to compose these troubles without [bloodshed] .	bloodshed	bloodshed.n.01	murder.n.01	murder.n.01	TRUE	murder, slaying, execution: unlawful premeditated killing of a human being by a human being	murder, slaying, execution: unlawful premeditated killing of a human being by a human being	4	TRUE	0
106228683	πόλεμος	πορευέσθω καὶ ἀποστραφήτω εἰς τὴν οἰκίαν αὐτοῦ , μὴ ἀποθάνῃ ἐν τῷ [πολέμῳ] καὶ ἄνθρωπος ἕτερος εὐφρανθήσεται ἐξ αὐτοῦ .	Let him go and turn away back to his house , that he may not die in the [war] , and another man be delighted with the fruit of his vineyard .	war	war.n.01	war.n.01	war.n.01	TRUE	war, warfare: the waging of armed conflict against an enemy "thousands of people were killed in the war"	war, warfare: the waging of armed conflict against an enemy "thousands of people were killed in the war"	8	TRUE	0
108316575	πόλεμος	ὅταν γὰρ ἐπέλθῃ ἐπ’ αὐτὰ [πόλεμος] καὶ κακά , βουλεύονται πρὸς ἑαυτοὺς οἱ ἱερεῖς ποῦ συναποκρυβῶσι μετ’ αὐτῶν .	For when there comes any [war] or plague upon them , the priests consult with themselves , where they may be hidden with them .	war	war.n.01	war.n.01	war.n.01	TRUE	war, warfare: the waging of armed conflict against an enemy "thousands of people were killed in the war"	war, warfare: the waging of armed conflict against an enemy "thousands of people were killed in the war"	8	TRUE	0
102299326	πόλεμος	στρατιῶν δὲ ἕνεκα πολλὴ μὲν συμβουλή , πολλοὶ δὲ νόμοι γίγνονται κατὰ τρόπον , μέγιστον δὲ τὸ μηδέποτε ἄναρχον μηδένα εἶναι , μή -τ’ ἄρρενα μή -τε θήλειαν , μη -δέ τινος ἔθει ψυχὴν εἰθίσθαι μή -τε σπουδάζοντος μή -τ’ ἐν παιδιαῖς αὐτὸν ἐφ’ αὑτοῦ τι κατὰ μόνας δρᾶν , ἀλλ’ ἔν τε [πολέμῳ] παντὶ καὶ ἐν εἰρήνῃ πάσῃ πρὸς τὸν ἄρχοντα ἀεὶ βλέποντα καὶ συνεπόμενον ζῆν , καὶ τὰ βραχύταθ’ ὑπ’ ἐκείνου κυβερνώμενον , οἷον ἑστάναι θ’ ὅταν ἐπιτάττῃ τις καὶ πορεύεσθαι καὶ γυμνάζεσθαι καὶ λοῦσθαι καὶ σιτεῖσθαι καὶ ἐγείρεσθαι νύκτωρ εἴς τε φυλακὰς καὶ παραγγέλσεις , καὶ ἐν αὐτοῖς τοῖς κινδύνοις μή -τε τινὰ διώκειν μή -θ’ ὑποχωρεῖν ἄλλῳ ἄνευ τῆς τῶν ἀρχόντων δηλώσεως , ἑνί τε λόγῳ τὸ χωρίς τι τῶν ἄλλων πράττειν διδάξαι τὴν ψυχὴν ἔθεσι μή -τε γιγνώσκειν μή -τ’ ἐπίστασθαι τὸ παράπαν , ἀλλ’ ἁθρόον ἀεὶ καὶ ἅμα καὶ κοινὸν τὸν βίον ὅτι μάλιστα πᾶσι πάντων γίγνεσθαι — τούτου γὰρ οὔ -τ’ ἔστιν οὔ -τε ποτὲ μὴ γένηται κρεῖττον οὔ -τε ἄμεινον οὔ -τε τεχνικώτερον εἰς σωτηρίαν τὴν κατὰ πόλεμον καὶ νίκην — τοῦτο ἐν εἰρήνῃ μελετητέον εὐθὺς ἐκ τῶν παίδων , ἄρχειν τε ἄλλων ἄρχεσθαί θ’ ὑφ’ ἑτέρων ·	Military organization is the subject of much consultation and of many appropriate laws . The main principle is this — that nobody , male or female , should ever be left without control , nor should anyone , whether at work or in play , grow habituated in mind to acting alone and on his own initiative , but he should live always , both in [war] and peace , with his eyes fixed constantly on his commander and following his lead ; and he should be guided by him even in the smallest detail of his actions — for example , to stand at the word of command , and to march , and to exercise , to wash and eat , to wake up at night for sentry - duty and despatch - carrying , and in moments of danger to wait for the commander ’s signal before either pursuing or retreating before an enemy ; and , in a word , he must instruct his soul by habituation to avoid all thought or idea of doing anything at all apart from the rest of his company , so that the life of all shall be lived en masse and in common ; for there is not , nor ever will be , any rule superior to this or better and more effective in ensuring safety and victory in war .	war	war.n.01|war.n.02	war.n.01|war.n.02	war.n.01	TRUE	war, warfare: the waging of armed conflict against an enemy "thousands of people were killed in the war"|war, state_of_war: a legal state created by a declaration of war and ended by official declaration during which the international rules of war apply "war was declared in November but actual fighting did not begin until the following spring"	war, warfare: the waging of armed conflict against an enemy "thousands of people were killed in the war"	8	TRUE	0
117086334	πόλεμος	καὶ Ῥοδίων οὐ δυνηθέντων διαπλεῦσαι θαλασσοκρατοῦντος τοῦ Μιθριδάτου , Αεύκολλον , ἄνδρα Ῥωμαῖον περιφανῆ καὶ τοῦδε τοῦ [πολέμου] στρατηγὸν ἐπὶ Σύλλᾳ γενόμενον , ἐκέλευεν ἐς Ἀλεξάνδρειαν καὶ Συρίαν λαθόντα διαπλεῦσαι , παρά τε τῶν βασιλέων καὶ πόλεων , ὅσαι ναυτικαί , στόλον τινὰ ἀγείραντα τὸ Ῥοδίων ναυτικὸν παραπέμψαι .	He then ordered Lucullus , a distinguished Roman who later succeeded Sulla as commander in this [war] , to proceed secretly to Alexandria and Syria , and procure a fleet from those kings and cities that were skilled in nautical affairs , and to bring with it the Rhodian naval contingent also . Lucullus had no fear of the hostile fleet .	war	war.n.01	war.n.01	war.n.01	TRUE	war, warfare: the waging of armed conflict against an enemy "thousands of people were killed in the war"	war, warfare: the waging of armed conflict against an enemy "thousands of people were killed in the war"	8	TRUE	0
109166289	κλῆσις	Συβαρῖται μὲν γὰρ ὡς ἔοικε πρὸ ἐνιαυτοῦ τὰς [κλήσεις] ποιοῦνται τῶν γυναικῶν , ὅπως ἐκγένοιτο κατὰ σχολὴν παρασκευασαμέναις ἐσθῆτι καὶ χρυσῷ φοιτᾶν ἐπὶ τὸ δεῖπνον ·	People in Sybaris , as it appears , have their [invitations] to women presented a year in advance so as to afford them plenty of time to provide themselves with clothes and jewellery to wear when they come to dinner ;	invitation	invitation.n.01	invitation.n.01	invitation.n.01	TRUE	invitation: a request (spoken or written) to participate or be present or take part in something "an invitation to lunch/she threw the invitation away"	invitation: a request (spoken or written) to participate or be present or take part in something "an invitation to lunch/she threw the invitation away"	3	FALSE	0
103506038	ὅρος	ὅτι μὲν οὖν καταφατικῶν ὄντων τῶν [ὅρων] οὐ γίνεται τὸ συμπέρασμα ἀναγκαῖον , φανερόν .	If the [premisses] are affirmative , clearly the conclusion which follows is not necessary .	premiss	premise.n.01	premise.n.01	term.n.05	FALSE	premise, premiss, assumption: a statement that is assumed to be true and from which a conclusion can be drawn "on the assumption that he has been injured we can infer that he will not to play"	term: one of the substantive phrases in a logical proposition "the major term of a syllogism must occur twice"	13	FALSE	1a: same sense, should have been clustered together
