120942951	fear.n.01	confirmed	δειλία
113333896	look.n.03	not in inventory (Word Alignment)	ὄψις
119045825	hand.n.01	in doubt	χείρ
114644052	nanny.n.01	confirmed	τροφός
119085135	son.n.01	confirmed	παῖς
101093112	kinship.n.02|connection.n.01	confirmed	οἰκειότης
102989539	remembrance.n.01	confirmed	μνῆστις
107756793	error.n.07|mistake.n.01|erroneousness.n.01	confirmed	ἁμαρτία
107970512	steward.n.01	confirmed	οἰκονόμος
119022937	oak.n.02	confirmed	δρῦς
109254673	child.n.01	confirmed	παῖς
115593842	cap.n.04	confirmed	μύκης
107166372	condition.n.01	confirmed	πρᾶγμα
124666421	battalion.n.02	confirmed	πλῆθος
110388107	motion.n.04	confirmed	κίνησις
124616669	camp.n.01	confirmed	στρατόπεδον
109214579	old_man.n.01	confirmed	πρεσβύτης
105913593	ratio.n.01	confirmed	λόγος
107748847	temple.n.01	confirmed	ἱερός
122667837	helmsman.n.01	confirmed	κυβερνήτης
116799783	eagle.n.01	confirmed	ἀετός
103544515	geometry.n.01	confirmed	γεωμετρία
123138232	soul.n.01	confirmed	ψυχή
104903959	affliction.n.03	confirmed	θλῖψις
106134197	name.n.01	confirmed	ὄνομα
107097966	altar.n.02	confirmed	βωμός
115773802	sanctuary.n.01	confirmed	ἱερός
108239499	area.n.01	not in inventory (WordNet)	γῆ
117457683	truth.n.02	in doubt	ἀλήθεια
109951048	wife.n.01	confirmed	γυνή
108823335	hand.n.01	in doubt	χείρ
107696703	limb.n.01	confirmed	γυῖον
116956722	bride.n.03	confirmed	νύμφη
100083582	spear.n.01	confirmed	ἔγχος
124483383	marriage.n.01	confirmed	γάμος
102000716	spectator.n.01	confirmed	θεατής
104953450	priest.n.01	confirmed	ἱερεύς
117639585	goal.n.01	confirmed	τέλος
106501390	desire.n.01|desire.n.02	in doubt	ἐπιθυμία
101816238	end.n.01	not in inventory (Word Alignment)	τελευτή
110079046	point.n.15	confirmed	αἰχμή
121196636	bleeding.n.01	confirmed	αἱμαγμός
100827975	hail.n.01	confirmed	χάλαζα
115896879	tribe.n.01	confirmed	φυλή
100474492	soldier.n.01	confirmed	ὁπλίτης
120680420	bone.n.01	confirmed	ὀστέον
108316575	war.n.01	confirmed	πόλεμος
113534152	night.n.01	confirmed	νύξ
106330050	termination.n.05	not in inventory (WordNet)	ἀνατροπή
123255861	man.n.03	confirmed	ἄνθρωπος
118991913	prophet.n.02	confirmed	προφήτης
104138245	reason.n.02	confirmed	αἰτία
103934990	beebread.n.01	not in inventory (Word Alignment)	κήρινθος
117950278	question.n.01	confirmed	πεῦσις
118773122	elevation.n.04|hill.n.01	not in inventory (WordNet)	ὄχθος
100964474	mule.n.01	confirmed	ἡμίονος
104482108	evidence.n.03	confirmed	μαρτυρία
104492143	desire.n.01|desire.n.02	confirmed	ἐπιθυμία
103240466	law.n.01|law.n.02	confirmed	νόμος
108130270	man.n.03	confirmed	ἄνθρωπος
103831235	body.n.04	confirmed	σῶμα
104891550	dew.n.01	confirmed	δρόσος
103444847	bribe.n.01	confirmed	χρῆμα
113539121	defender.n.01	confirmed	φύλαξ
110068422	fish.n.01	confirmed	ἰχθῦς
102970958	man.n.01	not in inventory (Word Alignment)	ἀνήρ
121371342	worldly_concern.n.01|populace.n.01	in doubt	αἰών
106538179	sea.n.01|sea.n.03	confirmed	πέλαγος
117354073	king.n.01	confirmed	βασιλεύς
105682350	undertaking.n.01	confirmed	ἔργον
122614671	mouth.n.01	not in inventory (Word Alignment)	στόμα
113649087	projectile.n.01	confirmed	βέλος
115656015	river.n.01	confirmed	ποταμός
115548845	edict.n.01	confirmed	ἄκτος
107944799	domain.n.02|country.n.02	confirmed	γῆ
113440703	pedestal.n.03|base.n.08	in doubt	βάσις
108731577	boldness.n.01	not in inventory (Word Alignment)	ἀλκή
107231953	populace.n.01	not checked	πλῆθος
120683159	food.n.01	not checked	τροφή
107600001	nature.n.01	not checked	φύσις
109389169	time_period.n.01	in doubt	χρόνος
109279684	might.n.01	not checked	δύναμις
106829829	ladder.n.01	not checked	κλῖμαξ
105754050	hayfield.n.01	not checked	λειμών
118337650	bay.n.01	not checked	κόλπος
107347993	nature.n.04	not checked	φύσις
105204778	meeting.n.01	not checked	σύνοδος
106892504	team.n.02|pair.n.01	not checked	συνωρίς
107539883	ocean_trip.n.01	not checked	πλόος
111172565	capacity.n.01	not checked	δύναμις
110419965	bladder.n.01	not checked	κύστις
105895825	circumference.n.03	not checked	περιφέρεια
108916469	light.n.01	not checked	φάος
118932933	flute.n.01	not checked	σῦριγξ
117591539	body.n.06	in doubt	σῶμα
109932213	heart.n.01|heart.n.02	not checked	καρδία
117775245	siphon.n.01	not checked	σίφων
122733891	death.n.01|death.n.02|death.n.03	in doubt	θάνατος
106548203	chorus.n.02	not checked	χορός
101676272	deity.n.01	not checked	θεός
101867639	wine.n.01	not checked	οἶνος
100438820	seaport.n.01	not checked	λιμήν
106395203	confirmation.n.01|confirmation.n.02	not checked	βεβαίωσις
119016636	state.n.04	not checked	ἔθνος
109863445	soldier.n.01	not checked	στρατιώτης
118999563	flesh.n.01	not checked	σάρξ
105174492	trireme.n.01	not checked	τριήρης
102629299	thigh.n.01	not checked	μηρός
105753507	hand.n.01	not checked	χείρ
117189386	larceny.n.01	not checked	κλοπή
117339060	king.n.01	not checked	βασιλεύς
106816529	city.n.01	not checked	πόλις
108090369	man.n.01	not checked	ἀνήρ
109332474	child.n.01	not checked	παιδίον
102355663	isthmus.n.01	not checked	ἰσθμός
121395156	stead.n.01	not checked	τόπος
107586033	dowry.n.01	not checked	προίξ
101006447	man.n.01	not checked	ἀνήρ
108689971	depth.n.03|depth.n.01	not checked	βυθός
107239650	agreement.n.01	not checked	ὁμολογία
108785766	conflict.n.01	not checked	ἀγών
103946546	center.n.04	not checked	κέντρον
108022157	captain.n.01	not in inventory (Word Alignment)	στρατηγός
106870826	phalanx.n.03	not checked	φάλαγξ
113473976	breechcloth.n.01	not in inventory (Word Alignment)	διάζωμα
105441027	case.n.09	not checked	πρᾶγμα
100754149	flexibility.n.02	not checked	εὐτραπελία
102299326	war.n.01|war.n.02	in doubt	πόλεμος
104226493	number.n.02	not checked	ἀριθμός
120974135	house.n.01	not checked	οἰκία
105121421	number.n.01	not checked	πλῆθος
121486699	heart.n.01	not checked	καρδία
109727201	doctrine.n.01	not checked	φιλοσοφία
106239946	point_of_view.n.01|argument.n.01	not in inventory (Word Alignment)	λόγος
114643984	prestige.n.01	not checked	ἀξίωμα
103598716	club.n.02	not checked	ἑταιρεία
121266735	sign_of_the_zodiac.n.01	not checked	ζῴδιον
119209492	wine.n.01	not checked	οἶνος
119031408	glory.n.01	not checked	δόξα
100662259	wound.n.01	not checked	τραῦμα
102393485	wealth.n.02	not checked	πλοῦτος
115884796	king.n.01	not checked	βασιλεύς
116184816	power.n.01	not checked	ἰσχύς
108366870	cubit.n.01	not checked	πῆχυς
115958144	prophet.n.02	not checked	προφήτης
109656757	action.n.02	in doubt	πρᾶξις
109031986	man.n.03	not checked	ἄνθρωπος
117086334	war.n.01	not checked	πόλεμος
100136831	song.n.01	not checked	ἀοιδή
108183624	foundation.n.03	not checked	βάσις
119106849	milk.n.01	not checked	γάλα
116953999	shield.n.02	not checked	ἀσπίς
103524879	premise.n.01	not checked	πρότασις
102501328	sun.n.01	not checked	ἥλιος
102381586	shield.n.02	not checked	ἀσπίς
110854065	hour.n.01	not checked	ὥρα
119009901	circumcision.n.02	not checked	περιτομή
115826585	injury.n.05	not checked	ὕβρις
107579051	luck.n.02|luck.n.03	not checked	τύχη
104320506	difficulty.n.02	not checked	ἀπορία
119008773	bear.n.01	not checked	ἄρκος
117024343	army.n.01	not checked	στρατιά
106856354	admiral.n.01	not checked	ναύαρχος
108037425	sea.n.01	not checked	θάλασσα
119376196	manner.n.01	not checked	τρόπος
107984151	son.n.01	not checked	υἱός
119130720	colon.n.01	not checked	κόλον
109889957	name.n.01	not checked	ὄνομα
121140178	craftsman.n.03	not in inventory (WordNet)	τεχνίτης
100972936	wife.n.01	not checked	γυνή
109125552	character.n.03	not checked	ἦθος
101850239	ghost.n.01	not checked	φάσμα
101558753	father.n.01	not checked	πατήρ
121178634	game.n.04	in doubt	θήρα
107896079	young.n.01	not in inventory (Word Alignment)	τέκνον
113554088	history.n.01|history.n.02|history.n.05	in doubt	ἱστορία
108042347	strength.n.01	not checked	κράτος
116006449	danger.n.01	not checked	κίνδυνος
107805309	house.n.01	not checked	οἶκος
110156609	man.n.03	not checked	ἄνθρωπος
100613518	cornet.n.01	not checked	σάλπιγξ
107372649	tent.n.01	not checked	σκηνή
104522228	wave.n.01|flood.n.01|water.n.01	not checked	ὕδωρ
103240896	man.n.01	not checked	ἀνήρ
107305384	sword.n.01	not checked	ξίφος
116213260	judgment.n.03	not checked	κρίσις
103688948	part.n.01	not checked	μόριον
107970369	water.n.01|water.n.06	not checked	ὕδωρ
117127582	gift.n.01	not checked	δῶρον
101580975	table.n.02|table.n.03	not checked	τράπεζα
106577447	beauty.n.01	not checked	κάλλος
110052723	sea.n.01	not checked	ἅλς
107950135	prophet.n.02	not checked	προφήτης
102005331	authority.n.01	not checked	ἀρχή
104198887	foot.n.06	not checked	πούς
105384995	beginning.n.01	not checked	ἀρχή
110393936	bandage.n.01|shackle.n.01|attachment.n.04|cord.n.01	not checked	δεσμός
121417140	city.n.01	not checked	πόλις
116186365	kingdom.n.03	not checked	βασίλειον
108288615	priest.n.02	not checked	ἱερεύς
104886653	son.n.01	not checked	υἱός
108255455	hilarity.n.01	not checked	εὐφροσύνη
108749263	horseman.n.01	not checked	ἱππεύς
106239131	arrow.n.02	not checked	βέλος
115754207	grave.n.02	not checked	μνῆμα
104478426	accomplice.n.01	not checked	κοινωνός
115723079	night.n.01	not checked	νύξ
106207188	devil.n.02	not checked	δαίμων
112408442	syllogism.n.01	not checked	συλλογισμός
109046166	leader.n.01	not checked	ἡγεμών
101308419	son.n.01	not checked	υἱός
117511587	mind.n.01	not checked	νόος
121140236	feeling.n.04	in doubt	αἴσθησις
108911549	estate.n.02|land.n.01	not checked	χώρα
116990428	eye.n.01	not checked	ὀφθαλμός
100325144	hate.n.01	not checked	ἔχθος
117677576	neighbor.n.01	not checked	γείτων
109692415	pot.n.01	not checked	κεράμιον
109070774	law.n.02	not checked	νόμος
108936536	man.n.01	not checked	ἀνήρ
108772087	array.n.01	not checked	τάξις
106163668	variation.n.01	not checked	διαφορά
116250155	furlong.n.01	not checked	στάδιον
102362557	deity.n.01	not checked	θεός
106806494	city.n.01	not checked	πόλις
123969167	winter.n.01	in doubt	χεῖμα
106258917	soul.n.01	not checked	ψυχή
123221997	genus.n.01	not checked	γένος
102031619	joy.n.02	not checked	ἡδονή
121973318	herb.n.01	not in inventory (Word Alignment)	πόα
111196287	stomach.n.01	not checked	γαστήρ
105300002	city.n.03	not checked	πόλις
104477719	flatterer.n.01	not checked	κόλαξ
105967504	number.n.02	not checked	ἀριθμός
100112735	plain.n.01	not checked	πεδίον
108251779	sin.n.02	not checked	ἁμαρτία
102219234	sea.n.01	not checked	θάλασσα
106455518	tent.n.01|house.n.01	not checked	οἰκία
118902548	dirge.n.01	not checked	θρῆνος
109788509	old_woman.n.01	not checked	γραῦς
102997847	spring.n.03|spring.n.04	not checked	πηγή
107166240	reign.n.03	not checked	δυναστεία
106123735	baby.n.01	not checked	βρέφος
107995468	name.n.05	in doubt	ὄνομα
100667661	juror.n.01	not in inventory (Word Alignment)	δικαστής
105883618	angle.n.01	not checked	γωνία
103218318	torture.n.05	not in inventory (Word Alignment)	βάσανος
108766236	glory.n.01	not checked	δόξα
116163403	honor.n.02	in doubt	τιμή
102620952	end.n.01	not checked	ἀρχή
101915955	doctor.n.01	not checked	ἰατρός
111186081	artery.n.01	not checked	ἀρτηρία
103586253	mind.n.01	not checked	ψυχή
109702256	guest.n.01	not checked	ἑστιάτωρ
121142483	evening.n.01	not checked	ἑσπέρα
109276725	judge.n.01	not checked	δικαστής
100511807	grace.n.04	in doubt	χάρις
124305245	army.n.01	not checked	στρατόπεδον
108540328	origin.n.05	not checked	ἀρχή
123086756	nature.n.01	not checked	φύσις
109368365	mind.n.01	not checked	ψυχή
104141714	water.n.01	not checked	ὕδωρ
110066269	destruction.n.02	not checked	κήρ
108237790	year.n.01	not checked	ἔτος
124702294	emperor.n.01	not checked	βασιλεύς
113623559	mother.n.01	not checked	μήτηρ
116315030	congregation.n.01	not checked	ἐκκλησία
103130872	wages.n.01	not in inventory (WordNet)	ἀξία
117002057	trial.n.04	not checked	κρίσις
117220717	apparel.n.01	not in inventory (WordNet)	στολή
104089188	number.n.02	not checked	ἀριθμός
121257626	sign_of_the_zodiac.n.01	not checked	ζῴδιον
116062515	father.n.01	not checked	πατήρ
108628943	hope.n.02|hope.n.01	not checked	ἐλπίς
117213069	gathering.n.01	in doubt	πλῆθος
105415218	service.n.01	not in inventory (WordNet)	εὐχρηστία
121464212	wolf.n.01	not checked	λύκος
109980522	deity.n.01	not checked	θεός
110252253	fatherland.n.01	not in inventory (Word Alignment)	πατρίς
106312269	coldness.n.03	not checked	κρύος
109060672	sea.n.01	not checked	θάλασσα
103571058	ignorance.n.01	not checked	ἄγνοια
117992908	deity.n.01	not checked	θεός
108030751	king.n.01	not checked	βασιλεύς
100325063	leader.n.01	not checked	ἡγεμών
100847837	violence.n.01	not checked	βία
104966926	weight.n.01	not checked	ὁλκή
120990568	breast.n.01	not checked	στέρνον
109344839	brother.n.01	not checked	ἀδελφός
108809432	money.n.01	not checked	χρῆμα
109059046	measurement.n.01	not checked	μέτρον
103296168	father.n.01	not checked	πατήρ
115993195	son.n.01	not checked	παῖς
102982969	spear.n.01	not checked	ἔγχος
101232501	painter.n.01	not checked	γραφεύς
110049024	starting_post.n.01	not in inventory (Word Alignment)	νύσσα
116297369	city.n.01	not checked	πόλις
105148016	attack.n.01	not checked	ἔφοδος
106797020	city.n.01	not checked	πόλις
123339711	time.n.03	not checked	χρόνος
108331712	youth.n.03	not checked	νεότης
103152137	forgiveness.n.02	not checked	συγγνώμη
123571887	passion.n.01	not checked	πάθος
116993954	colloquy.n.01|colloquy.n.02	not checked	λόγος
108385480	rank.n.01	not checked	ζυγόν
100810944	man.n.01	not checked	ἀνήρ
121265261	accusation.n.01	not checked	κατηγορία
107951552	ancestor.n.01	not in inventory (WordNet)	πατήρ
107323972	man.n.01	not checked	ἀνήρ
118638607	army.n.01	not checked	φάλαγξ
110125525	day.n.01	not checked	ἡμέρα
123073572	action.n.01	not checked	πρᾶξις
107225149	man.n.01	not checked	ἀνήρ
102317522	nature.n.02	not checked	φύσις
105167446	treatment.n.01	not checked	θεραπεία
101563907	army.n.01	not checked	στρατιά
123182550	man.n.03	not checked	ἄνθρωπος
106784768	fight.n.02	not checked	ἀγών
105167025	purpose.n.01|reason.n.01	not checked	πρόφασις
116905573	day.n.01	not checked	ἡμέρα
102150367	honor.n.02	not checked	τιμή
117691605	blow.n.01	not in inventory (WordNet)	πληγή
118493086	lack.n.01	not checked	σπάνις
110414714	food.n.01	not checked	σιτίον
102432146	world.n.08	not checked	ἄνθρωπος
116275321	lightning.n.01|lightning.n.02	not checked	ἀστραπή
111196466	organ.n.01	not checked	ὄργανον
120658419	goal.n.01	not checked	τέλος
116244947	wind.n.01	not checked	πνεῦμα
100469577	army.n.01	not checked	στρατιά
124637444	general.n.01	not checked	στρατηγός
121371903	state.n.04|nation.n.02	not checked	ἔθνος
108366646	earthenware.n.01	not checked	ὄστρακον
108862618	state.n.01	not checked	ἐπαρχία
118771573	berry.n.02	not checked	κόρυμβος
100624831	man.n.01	not checked	ἀνήρ
101316284	army.n.01	not checked	στράτευμα
108122078	son.n.01	not checked	υἱός
101904923	bow.n.04	not checked	τόξον
104152337	caldron.n.01	not checked	λέβης
116852353	fish.n.01	not checked	ἰχθῦς
116022253	government.n.02	not checked	ἀρχή
106757356	array.n.01|arrangement.n.03	not in inventory (WordNet)	διάταξις
106214425	mercifulness.n.02	not checked	ἔλεος
123919122	father.n.01	not checked	πατήρ
114665222	opinion.n.01	not checked	γνώμη
109343449	act.n.02	not checked	πρᾶξις
106492976	land.n.04	not checked	γῆ
110081878	taxonomic_group.n.01|species.n.01	not in inventory (WordNet)	φῦλον
108260465	king.n.01	not checked	βασιλεύς
121033123	widow.n.01	not checked	χήρα
104782436	storm.n.01	not checked	χειμών
108062462	wrath.n.01	not checked	ὀργή
109310330	rite.n.01	not checked	μυστήριον
107661652	temple.n.01	not checked	ναός
109970648	water.n.01	not checked	ὕδωρ
117738178	man.n.03	not checked	ἄνθρωπος
115861801	river.n.01	not checked	ποταμός
115389770	reproach.n.01|complaint.n.03	not checked	ἔγκλημα
117791972	valve.n.03	not checked	σμήρισμα
115958132	citizenry.n.01|people.n.01	not checked	λαός
118661162	payment.n.01	not checked	μισθός
108752686	domination.n.02	not in inventory (WordNet)	ἡγεμονία
101773147	intelligence.n.01	not checked	νόος
105172009	man.n.01	not checked	ἀνήρ
123186407	reason.n.03	in doubt	διάνοια
105353048	regiment.n.01|body.n.02	not checked	σύστημα
121468758	sun.n.01	not checked	ἥλιος
100101763	child.n.01	not in inventory (Word Alignment)	παῖς
102230952	successor.n.03	not checked	διάδοχος
117958275	sea.n.01	not checked	θάλασσα
109887699	letter.n.01	not checked	Ἐπιστολή
118474359	nightingale.n.01	not checked	ἀηδών
101444979	phalanx.n.03	not checked	φάλαγξ
109700434	bath.n.02	not checked	λουτρόν
110147397	augury.n.01	not checked	σημεῖον
107271137	road.n.01	not checked	ὁδός
116275316	thunder.n.02	not checked	βροντή
105393302	faith.n.02	not checked	πίστις
101600885	state.n.03	not checked	πόλις
108235020	affliction.n.03	not checked	θλῖψις
110239025	man.n.03	not checked	ἄνθρωπος
